job_title;seniority_level;status;company;location;post_date;headquarter;industry;ownership;company_size;revenue;skills;Revenue_numeric;Revenue Status;AVG_Salary
data scientist;senior;Not specified;company_889;Brooklyn, NY;14 days ago;NY, US;Energy;Public;6,190;Public;sql, python;;Not Reprted (Puplic) ;147050.5
data scientist;midlevel;Not specified;company_244;Mumbai, Maharashtra, India;7 days ago;New York, NY, US;Finance;Public;290,800;Ä350.32B;spark, sql, machine learning, python;350.32;Reported;33751
data scientist;midlevel;Not specified;company_174;Amsterdam, North Holland, Netherlands;a month ago;Amsterdam, NH, NL;Technology;Private;900;Private;machine learning, python;;Not Reported (Private) ;49109
data scientist;senior;remote;company_083;Mumbai Metropolitan Region . Fully Remote;2 months ago;Paris, IDF, FR;Technology;Private;263,610;Ä25.31B;pandas, numpy, pytorch, scipy, opencv, hadoop, machine learning, keras, deep learning, tensorflow;25.31;Reported;7055
data scientist;lead;on-site;company_244;Plano, TX . On-site;5 days ago;New York, NY, US;Finance;Public;290,750;Ä350.32B;amazon, spark, aws, r, python, scala, sql, machine learning, gcp, hadoop, azure;350.32;Reported;137008
data scientist;junior;on-site;company_849;Jersey City, NJ . Whitehouse Station, NJ . Simsbury, CT . Philadelphia, PA;a month ago;Readington Township, NJ, US;Finance;Public;29,410;Public;pandas, numpy, pytorch, spark, scikit-learn, python, linux, airflow, sql, machine learning, database, azure, tensorflow;;Not Reprted (Puplic) ;107319.5
data scientist;senior;on-site;company_844;Mountain View, CA;4 days ago;Mountain View, CA, US;Technology;Public;17,020;Ä94.59B;sql, machine learning, r, python;94.59;Reported;166915
data scientist;lead;on-site;company_273;San Francisco, CA;14 days ago;Menlo Park, CA, US;Technology;Public;94,560;Ä230.37B;machine learning;230.37;Reported;258934.5
data scientist;senior;hybrid;company_146;San Francisco, CA . Hybrid;12 days ago;San Francisco, CA, US;Finance;Private;780;Ä11.75B;Not Defined;11.75;Reported;242952.5
data scientist;senior;Not specified;company_223;Raleigh, NC;6 days ago;New York, NY, US;Technology;Public;10,040;Public;spark, aws, r, python, machine learning, hadoop, deep learning;;Not Reprted (Puplic) ;99557
data scientist;senior;Not specified;company_309;Bengaluru, Karnataka, India;21 days ago;New York, NY, US;Technology;Private;3,550;Private;pytorch, aws, git, python, docker, sql, machine learning, gcp, deep learning, keras, azure, tensorflow, tableau;;Not Reported (Private) ;19234
data scientist;lead;on-site;company_395;McLean, VA;18 days ago;McLean, VA, US;Retail;Public;55,100;Ä36.18B;aws, r, python, scala, machine learning, database, deep learning;36.18;Reported;281450
data scientist;senior;on-site;company_878;San Jose, CA . Austin, TX;7 days ago;San Jose, CA, US;Technology;Public;21,260;Ä144.77B;sql, python;144.77;Reported;165680.5
data scientist;senior;hybrid;company_146;San Francisco, CA . Hybrid;12 days ago;San Francisco, CA, US;Finance;Private;780;Ä11.90B;Not Defined;11.9;Reported;242949.5
data scientist;lead;on-site;company_395;McLean, VA;21 days ago;McLean, VA, US;Retail;Public;55,100;Ä36.23B;aws, r, python, scala, machine learning, database, deep learning;36.23;Reported;281447
machine learning engineer;senior;on-site;company_336;South San Francisco, CA . New York, NY;4 days ago;South San Francisco, CA, US;Technology;Private;14,060;Private;pytorch, r, python, scala, java, machine learning, deep learning, tensorflow;;Not Reported (Private) ;177193
data scientist;senior;hybrid;company_081;San Francisco, CA . Hybrid;7 days ago;San Francisco, CA, US;Technology;Public;5,020;Ä4.72B;Not Defined;4.72;Reported;152070.5
data scientist;senior;remote;company_421;Bogota, D.C., Capital District, Colombia;5 days ago;Cheyenne, WY, US;Technology;Private;Private;Nonprofit;pandas, numpy, python, sklearn, machine learning, matplotlib;Nonprofit;Reported;7680
data scientist;midlevel;remote;company_318;San Francisco, CA . Atlanta, GA . Portland, OR . Seattle, WA . Pittsburgh, PA + 2 More;11 days ago;Dallas, TX, US;Technology;Public;55,040;Ä14.61B;machine learning;14.61;Reported;118739
data scientist;midlevel;on-site;company_273;San Francisco, CA;a month ago;Menlo Park, CA, US;Technology;Public;94,540;Ä230.42B;sql, machine learning, r, python;230.42;Reported;159382
data scientist;senior;on-site;company_003;Sunnyvale, CA;12 days ago;Bentonville, AR, US;Retail;Public;Ä352.44B;Public;pytorch, spark, r, python, scala, java, sql, machine learning, deep learning, keras, azure, tensorflow;;Not Reprted (Puplic) ;178102.5
data scientist;senior;hybrid;company_316;Dublin, County Dublin, Ireland . Hybrid;3 days ago;Eden Prairie, MN, US;Healthcare;Public;37,990;Public;aws, r, python, airflow, sql, machine learning, azure, tableau;;Not Reprted (Puplic) ;52987
data scientist;senior;remote;company_572;Fully Remote;6 days ago;San Francisco, CA, US;Technology;Private;45;Private;Not Defined;;Not Reported (Private) ;152986
data scientist;senior;Not specified;company_371;South San Francisco, CA;a month ago;South San Francisco, CA, US;Healthcare;Private;250;Private;r, python;;Not Reported (Private) ;139285
data scientist;senior;Not specified;company_207;Singapore, Singapore;3 days ago;Boise, ID, US;Technology;Public;40,040;Ä55.29B;git, python, java, sql, machine learning;55.29;Reported;85616
data scientist;senior;on-site;company_003;Bentonville, AR;14 days ago;Bentonville, AR, US;Retail;Public;Ä352.44B;Public;spark, r, python, scala, sql, machine learning, tensorflow;;Not Reprted (Puplic) ;150701
data scientist;midlevel;hybrid;company_983;Arlington, VA . Hybrid;6 days ago;McLean, VA, US;Technology;Public;27,030;Public;spark, r, python, sql, hadoop, machine learning;;Not Reprted (Puplic) ;115815.5
data scientist;midlevel;Not specified;company_941;Kochi, Kerala, India;14 days ago;Dublin, IE;Technology;Public;492,195;Ä153.25B;aws, r, python, scala, java, sql, machine learning, hadoop, azure, tableau;153.25;Reported;19458
data scientist;senior;hybrid;company_270;New York, NY . Hybrid;2 months ago;Woonsocket, RI, US;Healthcare;Public;300,010;Ä121.47B;pytorch, aws, python, sql, machine learning, gcp, deep learning, azure;121.47;Reported;152404.5
data scientist;senior;Not specified;company_291;Bengaluru East, Karnataka, India;5 days ago;Bengaluru, KA, IN;Technology;Public;261,060;Ä71.03B;machine learning;71.03;Reported;9587
data scientist;midlevel;hybrid;company_983;Washington, DC . Hybrid;14 days ago;McLean, VA, US;Technology;Public;27,070;Public;machine learning, tableau, python;;Not Reprted (Puplic) ;115818.5
data scientist;senior;hybrid;company_083;Sevilla La Nueva, Community of Madrid, Spain . Hybrid;14 days ago;Paris, IDF, FR;Technology;Private;263,590;Ä25.36B;pytorch, aws, r, python, docker, opencv, machine learning, gcp, kubernetes, deep learning, azure, tensorflow;25.36;Reported;32155
data scientist;senior;hybrid;company_983;Chantilly, VA . Hybrid;7 days ago;McLean, VA, US;Technology;Public;27,050;Public;r, python, java, sql, database, tableau;;Not Reprted (Puplic) ;147965.5
data scientist;midlevel;on-site;company_310;Riverside, CA . On-site;a month ago;Arlington, VA, US;Technology;Public;20,010;Public;pytorch, aws, scikit-learn, python, machine learning, azure, tensorflow;;Not Reprted (Puplic) ;82476
data scientist;lead;on-site;company_235;Colorado Springs, CO;14 days ago;San Antonio, TX, US;Finance;Private;33,010;Private;spark, r, python, sql, machine learning, hadoop, deep learning;;Not Reported (Private) ;137005
data scientist;midlevel;on-site;company_273;Los Angeles, CA;18 days ago;Menlo Park, CA, US;Technology;Public;94,590;Ä230.32B;sql, machine learning, r, python;230.32;Reported;189524
data scientist;senior;Not specified;company_678;Fort Meade, MD;7 days ago;Herndon, VA, US;Technology;Private;5,060;Private;tableau;;Not Reported (Private) ;132889.5
data scientist;senior;on-site;company_980;Bengaluru, Karnataka, India;2 months ago;Minneapolis, MN, US;Retail;Public;409,050;Ä67.04B;spark, machine learning, git, python;67.04;Reported;44703.5
data scientist;lead;on-site;company_316;Mumbai, Maharashtra, India;14 days ago;Eden Prairie, MN, US;Healthcare;Public;37,950;Public;git, r, python, airflow, sql, machine learning;;Not Reprted (Puplic) ;31351
data scientist;midlevel;on-site;company_273;Sunnyvale, CA;a month ago;Menlo Park, CA, US;Technology;Public;94,590;Ä230.37B;sql, machine learning, r, python;230.37;Reported;159376
data scientist;senior;Not specified;company_844;San Francisco, CA;25 days ago;Mountain View, CA, US;Technology;Public;17,020;Ä94.39B;sql, machine learning, r, python;94.39;Reported;173540
data scientist;lead;on-site;company_003;Sunnyvale, CA;14 days ago;Bentonville, AR, US;Retail;Public;Ä352.44B;Public;spark, r, python, scala, machine learning, tensorflow;;Not Reprted (Puplic) ;182672
machine learning engineer;senior;hybrid;company_315;Noida, Uttar Pradesh, India . Ahmedabad, Gujarat, India . Trivandrum, Kerala, India . Bengaluru, Karnataka, India . Hyderabad, Telangana, India + 2 More . Hybrid;a month ago;Austin, TX, US;Technology;Public;212,630;Ä188.21B;pytorch, spark, aws, scikit-learn, python, docker, deep learning, sql, machine learning, gcp, kubernetes, hadoop, azure, tensorflow;188.21;Reported;41974
data scientist;senior;on-site;company_355;San Francisco, CA . Seattle, WA . Atlanta, GA;5 days ago;San Francisco, CA, US;Technology;Public;65,820;Ä130.59B;spark, r, python, airflow, hadoop;130.59;Reported;217791.5
data scientist;senior;hybrid;company_008;Bengaluru, Karnataka, India . Hybrid;14 days ago;San Jose, CA, US;Technology;Public;34,660;Ä81.86B;sql, machine learning, python;81.86;Reported;40080
data scientist;Not Specified;on-site;company_445;On-site;14 days ago;Ventura, CA, US;Technology;Public;2,270;Public;Not Defined;;Not Reprted (Puplic) ;181469.5
data scientist;senior;Not specified;company_931;London, England, United Kingdom;14 days ago;Seattle, WA, US;Technology;Public;26,090;Public;r, python, sql, hadoop, machine learning, tableau;;Not Reprted (Puplic) ;78110
data scientist;senior;on-site;company_288;Chantilly, VA . On-site;8 days ago;Reston, VA, US;Technology;Public;26,020;Ä62.74B;amazon, aws, python;62.74;Reported;114169
data scientist;midlevel;hybrid;company_257;Washington, DC . Hybrid;14 days ago;Foster City, CA, US;Finance;Public;21,030;Ä383.10B;spark, hadoop, sql, python;383.1;Reported;135636.5
data scientist;senior;on-site;company_134;Bellevue, WA;6 days ago;Seattle, WA, US;Retail;Public;865,416;Ä833.06B;amazon, r, python, sql, machine learning;833.06;Reported;168517.5
data scientist;senior;Not specified;company_911;Jacksonville, FL;6 days ago;New York, NY, US;Technology;Public;5,010;Public;pytorch, spark, python, sql, machine learning;;Not Reprted (Puplic) ;38945
data scientist;senior;on-site;company_291;Bengaluru East, Karnataka, India;14 days ago;Bengaluru, KA, IN;Technology;Public;261,060;Ä70.98B;sql, machine learning, r, python;70.98;Reported;9586
data scientist;senior;Not specified;company_042;Spain;7 days ago;Boston, MA, US;Technology;Public;990;Public;pandas, python, docker, airflow, sql, gcp, machine learning;;Not Reprted (Puplic) ;54805
data scientist;lead;Not specified;company_270;Albany, NY;a month ago;Woonsocket, RI, US;Healthcare;Public;300,010;Ä121.42B;sql, machine learning, python;121.42;Reported;197555
data scientist;senior;on-site;company_149;Mason, OH;7 days ago;Cincinnati, OH, US;Manufacturing;Public;101,040;Ä305.27B;aws, machine learning, r, azure;305.27;Reported;91341.5
data scientist;junior;Not specified;company_047;Bengaluru, Karnataka, India;a month ago;Bengaluru, KA, IN;Technology;Public;222,050;Ä24.21B;deep learning, machine learning;24.21;Reported;10049
data scientist;senior;on-site;company_490;Overland Park, KS . Bellevue, WA;3 months ago;Bellevue, WA, US;Technology;Public;83,550;Public;spark, r, python, sql, machine learning, database, hadoop, deep learning;;Not Reprted (Puplic) ;163126
data scientist;senior;on-site;company_310;Homestead, FL;a month ago;Arlington, VA, US;Technology;Public;20,010;Public;sql, machine learning, r, python;;Not Reprted (Puplic) ;96180
data scientist;senior;remote;company_223;Raleigh, NC;a month ago;New York, NY, US;Technology;Public;10,070;Public;pandas, numpy, pytorch, spark, scikit-learn, python, scala, java, sql, machine learning, keras, deep learning, tensorflow;;Not Reprted (Puplic) ;99560
data scientist;midlevel;Not specified;company_233;McLean, VA;a month ago;Reston, VA, US;Technology;Public;27,390;Public;aws, git, python, sql, database, machine learning, matplotlib, tensorflow, tableau;;Not Reprted (Puplic) ;134184.5
data scientist;senior;remote;company_223;Raleigh, NC . Fully Remote;a month ago;New York, NY, US;Technology;Public;10,020;Public;spark, python, machine learning, hadoop, deep learning;;Not Reprted (Puplic) ;99554
data scientist;senior;remote;company_421;Mexico City Metropolitan Area;5 days ago;Cheyenne, WY, US;Technology;Private;Private;Nonprofit;pandas, numpy, python, sklearn, machine learning, matplotlib;Nonprofit;Reported;7678
data scientist;senior;on-site;company_233;Bethesda, MD . On-site;a month ago;Reston, VA, US;Technology;Public;27,400;Public;amazon, aws, git, r, python, docker, sql, kubernetes, hadoop;;Not Reprted (Puplic) ;109180
data scientist;senior;on-site;company_916;United States;7 days ago;Columbus, OH, US;Technology;Public;1,300;Public;aws, git, r, python, sql, machine learning;;Not Reprted (Puplic) ;129473
data scientist;senior;on-site;company_392;Cincinnati, OH;a month ago;Jacksonville, FL, US;Finance;Public;62,040;Ä35.42B;spark, sql, machine learning, python;35.42;Reported;216741
data scientist;midlevel;Not specified;company_941;Pune, Maharashtra, India;14 days ago;Dublin, IE;Technology;Public;492,235;Ä152.95B;r, python, java, sql, database, machine learning;152.95;Reported;19460
data scientist;senior;remote;company_625;Fully Remote;6 months ago;San Francisco, CA, US;Energy;Private;90;Private;Not Defined;;Not Reported (Private) ;189518
machine learning engineer;senior;Not specified;company_941;Bengaluru, Karnataka, India;14 days ago;Dublin, IE;Technology;Public;492,235;Ä153.20B;sql, python;153.2;Reported;18355.5
data scientist;Not Specified;on-site;company_096;San Francisco, California, United States . On-site;a month ago;San Francisco, CA, US;Finance;Private;950;Ä11.58B;Not Defined;11.58;Reported;156184.5
data scientist;senior;Not specified;company_375;Singapore, Singapore;5 days ago;Singapore, SG;Technology;Public;36,130;Public;spark, aws, git, python, sql, gcp, deep learning, azure, tensorflow;;Not Reprted (Puplic) ;116419.5
data scientist;senior;Not specified;company_985;Madrid, Community of Madrid, Spain;13 days ago;Chicago, IL, US;Finance;Private;312,010;Private;Not Defined;;Not Reported (Private) ;28046
data scientist;senior;on-site;company_251;Augusta, GA;14 days ago;Roseland, NJ, US;Technology;Public;65,140;Public;aws, powerbi, r, python, sql, machine learning, tableau;;Not Reprted (Puplic) ;107357
data scientist;senior;on-site;company_273;Redmond, WA;16 days ago;Menlo Park, CA, US;Technology;Public;94,580;Ä230.42B;sql, machine learning, r, python;230.42;Reported;159379
data scientist;senior;remote;company_969;San Jose, California, United States . Fully Remote;15 days ago;Purchase, NY, US;Healthcare;Public;4,560;Public;Not Defined;;Not Reprted (Puplic) ;168967
